IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2014,true,,,,,,,,,,,,,0.47,,,,,,0.467,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,true,,,,,,,,,,,,,0.71,,,,,,0.710,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2014,true,,,,,,,,,,,,,1,,,,,,1.000,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2014,true,,,,,,,,,,,,,1.02,,,,,,1.019,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,true,,,,,,,,,,,,,1.3,,,,,,1.295,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2014,true,,,,,,,,,,,,,1.33,,,,,,1.332,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2014,true,,,,,,,,,,,,,1.55,,,,,,1.551,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,true,,,,,,,,,,,,,1.64,,,,,,1.642,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,true,,,,,,,,,,,,,1.73,,,,,,1.733,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,MLI,Mali,Year,2014,true,,,,,,,,,,,,,1.93,,,,,,1.934,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2014,true,,,,,,,,,,,,,1.99,,,,,,1.986,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2014,true,,,,,,,,,,,,,10.07,,,,,,10.067,,,EN,2015-07-07T04:00:00.000Z
MH_24,"Mental health units in general hospitals admissions (per 100,000)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2014,true,,,,,,,,,,,,,1068,,,,,,1067.625,,,EN,2015-07-07T04:00:00.000Z
